identifiant_commande;identifiant_client;identifiant_produit;quantite;prix_unitaire;date
OR007518;CL000022;PR000014;45;34.41;2023-05-16
OR007519;CL000003;PR000028;42;2.53;2023-05-16
OR007520;CL000023;PR000027;36;31.83;2023-05-16
OR007521;CL000018;PR000006;18;24.25;2023-05-16
OR007522;CL000005;PR000004;9;9.03;2023-05-16
OR007523;CL000028;PR000001;25;2.51;2023-05-16
OR007524;CL000030;PR000028;25;2.53;2023-05-17
OR007525;CL000004;PR000001;24;2.31;2023-05-17
OR007526;CL000084;PR000028;17;2.58;2023-05-17
OR007527;CL000010;PR000013;41;3.61;2023-05-17
OR007528;CL000026;PR000027;39;31.83;2023-05-17
OR007529;CL000016;PR000011;47;33.64;2023-05-18
OR007530;CL000003;PR000015;23;15.99;2023-05-18
OR007531;CL000004;PR000018;36;7.97;2023-05-18
OR007532;CL000026;PR000027;34;31.83;2023-05-18
OR007533;CL000016;PR000028;26;2.53;2023-05-18
OR007534;CL000090;PR000001;17;2.46;2023-05-18
OR007535;CL000016;PR000024;21;12.05;2023-05-18
OR007536;CL000030;PR000013;8;3.75;2023-05-18
OR007537;CL000016;PR000023;1;11.89;2023-05-18
OR007538;CL000025;PR000027;40;31.83;2023-05-19
OR007539;CL000005;PR000014;39;30.56;2023-05-19
OR007540;CL000026;PR000003;12;26.28;2023-05-19
OR007541;CL000012;PR000012;29;15.28;2023-05-19
OR007542;CL000055;PR000023;25;11.89;2023-05-19
OR007543;CL000027;PR000017;29;25.42;2023-05-19
OR007544;CL000055;PR000012;47;14.98;2023-05-19
OR007545;CL000003;PR000023;2;11.89;2023-05-19
OR007546;CL000031;PR000015;5;17.66;2023-05-20
OR007547;CL000082;PR000006;34;25.72;2023-05-20
OR007548;CL000050;PR000009;18;14.84;2023-05-20
OR007549;CL000005;PR000016;13;6.38;2023-05-20
OR007550;CL000005;PR000006;41;20.69;2023-05-20
OR007551;CL000004;PR000001;18;2.31;2023-05-20
OR007552;CL000005;PR000001;29;2.31;2023-05-20
OR007553;CL000003;PR000005;8;10.62;2023-05-20
OR007554;CL000036;PR000008;29;28.62;2023-05-21
OR007555;CL000047;PR000011;35;33.64;2023-05-21
OR007556;CL000026;PR000016;43;6.38;2023-05-21
OR007557;CL000096;PR000013;18;3.83;2023-05-21
OR007558;CL000005;PR000001;47;2.31;2023-05-21
OR007559;CL000079;PR000001;21;2.46;2023-05-21
OR007560;CL000005;PR000023;19;11.66;2023-05-21
OR007561;CL000003;PR000027;19;31.83;2023-05-21
OR007562;CL000041;PR000006;10;24.73;2023-05-21
OR007563;CL000076;PR000003;22;27.35;2023-05-21
OR007564;CL000094;PR000010;43;21.28;2023-05-22
OR007565;CL000008;PR000014;21;31.17;2023-05-22
OR007566;CL000016;PR000001;48;2.31;2023-05-22
OR007567;CL000029;PR000004;49;9.39;2023-05-22
OR007568;CL000037;PR000014;20;35.1;2023-05-22
OR007569;CL000025;PR000031;2;10.28;2023-05-22
OR007570;CL000026;PR000007;3;24.02;2023-05-22
OR007571;CL000005;PR000030;11;12.1;2023-05-22
OR007572;CL000005;PR000028;21;2.48;2023-05-22
OR007573;CL000005;PR000013;26;3.54;2023-05-22
OR007574;CL000026;PR000015;33;15.99;2023-05-23
OR007575;CL000075;PR000009;18;15.14;2023-05-23
OR007576;CL000022;PR000003;10;27.35;2023-05-23
OR007577;CL000002;PR000004;17;9.21;2023-05-23
OR007578;CL000005;PR000008;1;26.97;2023-05-23
OR007579;CL000002;PR000001;43;2.36;2023-05-23
OR007580;CL000026;PR000030;40;12.1;2023-05-23
OR007581;CL000059;PR000015;12;17.66;2023-05-23
OR007582;CL000003;PR000016;9;6.38;2023-05-23
OR007583;CL000019;PR000018;11;7.97;2023-05-23
OR007584;CL000042;PR000007;23;24.02;2023-05-24
OR007585;CL000005;PR000020;6;14.22;2023-05-24
OR007586;CL000093;PR000006;34;26.23;2023-05-24
OR007587;CL000001;PR000012;21;15.28;2023-05-24
OR007588;CL000007;PR000005;23;10.62;2023-05-24
OR007589;CL000005;PR000028;5;2.53;2023-05-24
OR007590;CL000055;PR000001;20;2.31;2023-05-24
OR007591;CL000063;PR000019;29;22.5;2023-05-25
OR007592;CL000004;PR000006;3;23.3;2023-05-25
OR007593;CL000020;PR000010;5;21.28;2023-05-25
OR007594;CL000025;PR000006;13;24.73;2023-05-25
OR007595;CL000005;PR000028;18;2.48;2023-05-26
OR007596;CL000026;PR000010;30;20.86;2023-05-26
OR007597;CL000004;PR000014;44;31.17;2023-05-26
OR007598;CL000008;PR000009;22;14.26;2023-05-26
OR007599;CL000053;PR000028;5;2.58;2023-05-26
OR007600;CL000044;PR000014;40;33.08;2023-05-26
OR007601;CL000026;PR000008;26;28.06;2023-05-26
OR007602;CL000006;PR000006;8;;2023-05-27
OR007603;CL000024;PR000028;39;2.53;2023-05-27
OR007604;CL000055;PR000001;9;2.31;2023-05-27
OR007605;CL000024;PR000015;36;15.99;2023-05-27
OR007606;CL000071;PR000018;2;8.13;2023-05-27
OR007607;CL000026;PR000009;8;14.26;2023-05-27
OR007608;CL000008;PR000020;40;14.5;2023-05-27
OR007609;CL000048;PR000006;40;25.72;2023-05-27
OR007610;CL000005;PR000015;5;15.68;2023-05-27
OR007611;CL000033;PR000005;23;10.62;2023-05-27
OR007612;CL000039;PR000015;1;16.64;2023-05-28
OR007613;CL000005;PR000009;47;13.98;2023-05-28
OR007614;CL000005;PR000006;30;20.69;2023-05-28
OR007615;CL000044;PR000015;11;16.64;2023-05-28
OR007616;CL000041;PR000002;50;14.2;2023-05-28
OR007617;CL000008;PR000009;22;13.98;2023-05-28
OR007618;CL000071;PR000004;47;9.39;2023-05-28
OR007619;CL000076;PR000023;2;13.13;2023-05-28
OR007620;CL000008;PR000028;39;2.53;2023-05-28
OR007621;CL000019;PR000008;40;28.06;2023-05-28
OR007622;CL000016;PR000006;2;21.52;2023-05-28
OR007623;CL000005;PR000001;25;2.31;2023-05-28
OR007624;CL000026;PR000017;48;24.43;2023-05-29
OR007625;CL000003;PR000014;2;31.17;2023-05-29
OR007626;CL000016;PR000013;39;3.54;2023-05-29
OR007627;CL000009;PR000008;1;28.62;2023-05-29
OR007628;CL000032;PR000027;29;31.83;2023-05-29
OR007629;CL000026;PR000018;49;7.81;2023-05-29
OR007630;CL000055;PR000027;29;31.83;2023-05-29
OR007631;CL000008;PR000001;27;2.31;2023-05-29
OR007632;CL000015;PR000008;8;28.62;2023-05-30
OR007633;CL000003;PR000031;49;10.08;2023-05-30
OR007634;CL000005;PR000027;36;31.83;2023-05-30
OR007635;CL000065;PR000030;49;12.1;2023-05-30
OR007636;CL000050;PR000010;27;20.86;2023-05-30
OR007637;CL000036;PR000021;8;33.63;2023-05-30
OR007638;CL000008;PR000004;17;9.21;2023-05-30
OR007639;CL000005;PR000008;13;26.97;2023-05-30
OR007640;CL000008;PR000018;23;7.81;2023-05-31
OR007641;CL000030;PR000018;15;8.29;2023-05-31
OR007642;CL000100;PR000014;29;34.41;2023-05-31
OR007643;CL000005;PR000006;4;20.69;2023-06-01
OR007644;CL000016;PR000028;36;2.53;2023-06-01
OR007645;CL000030;PR000025;27;26.41;2023-06-01
OR007646;CL000084;PR000027;36;33.78;2023-06-01
OR007647;CL000096;PR000016;16;6.64;2023-06-01
OR007648;CL000016;PR000023;15;11.89;2023-06-01
OR007649;CL000002;PR000002;24;13.92;2023-06-01
OR007650;CL000018;PR000027;7;31.83;2023-06-01
OR007651;CL000004;PR000018;32;7.97;2023-06-01
OR007652;CL000021;PR000018;14;8.29;2023-06-01
OR007653;CL000005;PR000001;42;2.26;2023-06-01
OR007654;CL000005;PR000009;49;13.98;2023-06-02
OR007655;CL000059;PR000006;30;25.72;2023-06-02
OR007656;CL000032;PR000012;9;15.28;2023-06-02
OR007657;CL000088;PR000002;16;14.2;2023-06-02
OR007658;CL000016;PR000004;42;9.03;2023-06-02
OR007659;CL000014;PR000017;47;25.42;2023-06-02
OR007660;CL000008;PR000027;3;31.83;2023-06-02
OR007661;CL000045;PR000011;9;33.64;2023-06-02
OR007662;CL000084;PR000004;23;9.77;2023-06-02
OR007663;CL000096;PR000022;1;30.19;2023-06-02
OR007664;CL000053;PR000020;1;14.79;2023-06-02
OR007665;CL000005;PR000010;23;20.86;2023-06-03
OR007666;CL000005;PR000009;47;13.71;2023-06-03
OR007667;CL000072;PR000006;30;24.25;2023-06-03
OR007668;CL000005;PR000029;27;26.85;2023-06-03
OR007669;CL000091;PR000009;1;15.14;2023-06-03
OR007670;CL000026;PR000003;2;26.28;2023-06-03
OR007671;CL000036;PR000003;7;27.35;2023-06-03
OR007672;CL000038;PR000009;16;15.14;2023-06-03
OR007673;CL000034;PR000015;27;16.97;2023-06-04
OR007674;CL000095;PR000023;30;13.13;2023-06-04
OR007675;CL000016;PR000009;45;13.98;2023-06-04
OR007676;CL000005;PR000031;25;10.08;2023-06-04
OR007677;CL000040;PR000026;19;11.15;2023-06-05
OR007678;CL000075;PR000026;21;11.15;2023-06-05
OR007679;CL000026;PR000028;41;2.53;2023-06-05
OR007680;CL000008;PR000030;21;12.1;2023-06-05
OR007681;CL000072;PR000009;46;15.14;2023-06-05
OR007682;CL000064;PR000015;13;17.66;2023-06-05
OR007683;CL000081;PR000001;18;2.51;2023-06-05
OR007684;CL000011;PR000002;32;14.2;2023-06-05
OR007685;CL000049;PR000006;29;24.73;2023-06-05
OR007686;CL000087;PR000028;3;2.58;2023-06-06
OR007687;CL000016;PR000014;17;31.17;2023-06-06
OR007688;CL000005;PR000008;47;26.97;2023-06-06
OR007689;CL000016;PR000008;3;;2023-06-06
OR007690;CL000016;PR000027;30;31.83;2023-06-06
OR007691;CL000098;PR000010;43;21.28;2023-06-06
OR007692;CL000026;PR000027;14;31.83;2023-06-06
OR007693;CL000026;PR000028;26;2.53;2023-06-06
OR007694;CL000016;PR000001;32;2.31;2023-06-06
OR007695;CL000003;PR000011;6;33.64;2023-06-06
OR007696;CL000084;PR000011;1;33.64;2023-06-06
OR007697;CL000086;PR000013;18;4.07;2023-06-06
OR007698;CL000014;PR000004;36;9.39;2023-06-07
OR007699;CL000001;PR000006;50;23.77;2023-06-07
OR007700;CL000002;PR000017;30;24.92;2023-06-07
OR007701;CL000055;PR000023;27;11.89;2023-06-07
OR007702;CL000004;PR000004;30;9.21;2023-06-08
OR007703;CL000005;PR000014;45;30.56;2023-06-08
OR007704;CL000005;PR000007;17;;2023-06-08
OR007705;CL000009;PR000027;32;32.47;2023-06-08
OR007706;CL000008;PR000013;23;3.54;2023-06-08
OR007707;CL000024;PR000015;25;15.99;2023-06-08
OR007708;CL000086;PR000023;19;13.13;2023-06-08
OR007709;CL000055;PR000028;11;2.53;2023-06-08
OR007710;CL000020;PR000014;40;34.41;2023-06-08
OR007711;CL000084;PR000026;23;11.15;2023-06-09
OR007712;CL000019;PR000018;35;7.97;2023-06-09
OR007713;CL000072;PR000031;27;10.28;2023-06-09
OR007714;CL000058;PR000003;30;27.9;2023-06-09
OR007715;CL000060;PR000010;6;21.28;2023-06-09
OR007716;CL000098;PR000003;38;27.35;2023-06-09
OR007717;CL000016;PR000027;11;31.83;2023-06-10
OR007718;CL000008;PR000014;48;31.17;2023-06-10
OR007719;CL000100;PR000004;5;9.58;2023-06-10
OR007720;CL000024;PR000006;23;23.77;2023-06-10
OR007721;CL000048;PR000023;10;13.13;2023-06-10
OR007722;CL000010;PR000027;32;31.83;2023-06-10
OR007723;CL000005;PR000006;26;20.69;2023-06-10
OR007724;CL000078;PR000006;18;24.25;2023-06-10
OR007725;CL000005;PR000028;40;2.48;2023-06-10
OR007726;CL000095;PR000001;16;2.51;2023-06-10
OR007727;CL000008;PR000015;7;15.99;2023-06-10
OR007728;CL000016;PR000029;49;26.85;2023-06-10
OR007729;CL000017;PR000013;14;3.75;2023-06-10
OR007730;CL000044;PR000006;24;24.25;2023-06-11
OR007731;CL000007;PR000014;44;34.41;2023-06-11
OR007732;CL000016;PR000020;48;14.5;2023-06-11
OR007733;CL000042;PR000016;5;6.64;2023-06-11
OR007734;CL000097;PR000009;7;15.14;2023-06-11
OR007735;CL000097;PR000009;25;15.14;2023-06-11
OR007736;CL000005;PR000016;23;6.38;2023-06-11
OR007737;CL000003;PR000028;16;2.53;2023-06-11
OR007738;CL000008;PR000013;19;3.54;2023-06-12
OR007739;CL000063;PR000013;35;3.61;2023-06-12
OR007740;CL000009;PR000004;29;9.58;2023-06-12
OR007741;CL000036;PR000014;35;34.41;2023-06-12
OR007742;CL000016;PR000014;19;31.17;2023-06-12
OR007743;CL000056;PR000014;7;32.43;2023-06-12
OR007744;CL000055;PR000031;5;10.08;2023-06-12
OR007745;CL000074;PR000029;40;26.85;2023-06-12
OR007746;CL000005;PR000001;50;2.31;2023-06-12
OR007747;CL000065;PR000024;39;12.29;2023-06-12
OR007748;CL000004;PR000007;42;24.02;2023-06-12
OR007749;CL000008;PR000004;35;9.21;2023-06-12
OR007750;CL000031;PR000028;19;2.58;2023-06-13
OR007751;CL000021;PR000027;24;31.83;2023-06-13
OR007752;CL000023;PR000019;38;22.5;2023-06-13
OR007753;CL000048;PR000026;15;11.15;2023-06-13
OR007754;CL000019;PR000003;10;26.28;2023-06-14
OR007755;CL000045;PR000012;7;15.28;2023-06-14
OR007756;CL000024;PR000028;9;2.53;2023-06-14
OR007757;CL000003;PR000001;4;2.31;2023-06-14
OR007758;CL000075;PR000001;46;2.41;2023-06-14
OR007759;CL000005;PR000031;48;10.08;2023-06-14
OR007760;CL000016;PR000014;50;31.17;2023-06-15
OR007761;CL000093;PR000013;2;4.07;2023-06-15
OR007762;CL000066;PR000028;4;2.53;2023-06-15
OR007763;CL000084;PR000001;19;2.51;2023-06-15
OR007764;CL000016;PR000003;1;26.28;2023-06-15
OR007765;CL000033;PR000007;25;24.02;2023-06-15
OR007766;CL000072;PR000006;44;24.25;2023-06-16
OR007767;CL000079;PR000024;18;12.29;2023-06-16
OR007768;CL000019;PR000015;4;15.99;2023-06-16
OR007769;CL000005;PR000001;22;2.31;2023-06-16
OR007770;CL000099;PR000013;2;3.83;2023-06-16
OR007771;CL000055;PR000027;47;31.83;2023-06-16
OR007772;CL000099;PR000015;8;16.97;2023-06-16
OR007773;CL000014;PR000005;22;10.62;2023-06-16
OR007774;CL000023;PR000010;14;20.86;2023-06-16
OR007775;CL000019;PR000015;37;15.99;2023-06-16
OR007776;CL000089;PR000006;50;26.23;2023-06-17
OR007777;CL000044;PR000008;34;28.62;2023-06-17
OR007778;CL000005;PR000014;41;30.56;2023-06-17
OR007779;CL000008;PR000009;31;14.26;2023-06-17
OR007780;CL000026;PR000015;13;15.99;2023-06-17
OR007781;CL000078;PR000013;27;3.75;2023-06-17
OR007782;CL000069;PR000008;23;28.62;2023-06-17
OR007783;CL000096;PR000010;3;21.28;2023-06-17
OR007784;CL000071;PR000002;31;13.92;2023-06-17
OR007785;CL000004;PR000009;6;14.26;2023-06-17
OR007786;CL000014;PR000014;29;33.08;2023-06-18
OR007787;CL000034;PR000008;7;28.62;2023-06-18
OR007788;CL000016;PR000005;29;10.62;2023-06-18
OR007789;CL000090;PR000027;20;32.47;2023-06-18
OR007790;CL000082;PR000006;47;25.72;2023-06-18
OR007791;CL000009;PR000024;35;12.29;2023-06-18
OR007792;CL000022;PR000006;41;25.22;2023-06-19
OR007793;CL000050;PR000029;45;26.85;2023-06-19
OR007794;CL000005;PR000027;17;31.83;2023-06-19
OR007795;CL000056;PR000030;7;12.1;2023-06-19
OR007796;CL000016;PR000012;46;14.98;2023-06-19
OR007797;CL000004;PR000014;17;31.17;2023-06-19
OR007798;CL000024;PR000015;47;15.99;2023-06-19
OR007799;CL000010;PR000015;25;15.99;2023-06-19
OR007800;CL000005;PR000016;48;6.38;2023-06-19
OR007801;CL000085;PR000028;1;2.58;2023-06-19
OR007802;CL000052;PR000015;20;16.31;2023-06-20
OR007803;CL000013;PR000011;20;33.64;2023-06-20
OR007804;CL000008;PR000031;50;10.08;2023-06-20
OR007805;CL000066;PR000031;33;;2023-06-20
OR007806;CL000006;PR000023;38;12.37;2023-06-20
OR007807;CL000007;PR000007;21;24.02;2023-06-20
OR007808;CL000055;PR000021;26;33.63;2023-06-20
OR007809;CL000026;PR000016;15;6.38;2023-06-20
OR007810;CL000081;PR000019;29;23.41;2023-06-20
OR007811;CL000096;PR000031;33;10.28;2023-06-21
OR007812;CL000060;PR000026;1;11.15;2023-06-21
OR007813;CL000013;PR000010;46;20.86;2023-06-21
OR007814;CL000058;PR000024;50;12.29;2023-06-21
OR007815;CL000017;PR000020;11;14.79;2023-06-21
OR007816;CL000005;PR000015;29;15.99;2023-06-21
OR007817;CL000013;PR000001;43;2.36;2023-06-21
OR007818;CL000026;PR000010;41;20.86;2023-06-21
OR007819;CL000099;PR000006;18;24.25;2023-06-21
OR007820;CL000005;PR000011;4;33.64;2023-06-22
OR007821;CL000005;PR000020;45;14.5;2023-06-22
OR007822;CL000013;PR000015;18;15.99;2023-06-22
OR007823;CL000055;PR000019;31;22.5;2023-06-22
OR007824;CL000050;PR000026;24;11.15;2023-06-22
OR007825;CL000042;PR000003;36;27.35;2023-06-22
OR007826;CL000008;PR000017;45;24.43;2023-06-23
OR007827;CL000056;PR000015;9;16.31;2023-06-23
OR007828;CL000002;PR000002;16;13.92;2023-06-23
OR007829;CL000085;PR000027;45;33.78;2023-06-23
OR007830;CL000016;PR000018;29;7.66;2023-06-23
OR007831;CL000068;PR000015;26;17.66;2023-06-24
OR007832;CL000032;PR000004;30;9.39;2023-06-24
OR007833;CL000026;PR000013;48;3.54;2023-06-24
OR007834;CL000097;PR000001;2;2.46;2023-06-24
OR007835;CL000005;PR000027;16;31.21;2023-06-24
OR007836;CL000004;PR000018;30;7.97;2023-06-24
OR007837;CL000086;PR000002;49;14.2;2023-06-25
OR007838;CL000045;PR000015;22;16.97;2023-06-25
OR007839;CL000064;PR000015;12;17.66;2023-06-25
OR007840;CL000050;PR000025;29;26.41;2023-06-25
OR007841;CL000089;PR000011;49;33.64;2023-06-25
OR007842;CL000003;PR000015;17;15.99;2023-06-25
OR007843;CL000003;PR000028;40;2.53;2023-06-25
OR007844;CL000026;PR000028;1;2.53;2023-06-25
OR007845;CL000084;PR000015;34;18.01;2023-06-25
OR007846;CL000026;PR000007;44;24.02;2023-06-25
OR007847;CL000035;PR000028;22;2.58;2023-06-25
OR007848;CL000003;PR000015;33;15.99;2023-06-25
OR007849;CL000005;PR000026;15;10.93;2023-06-25
OR007850;CL000075;PR000006;14;24.73;2023-06-26
OR007851;CL000005;PR000013;8;3.47;2023-06-26
OR007852;CL000057;PR000006;18;25.72;2023-06-26
OR007853;CL000018;PR000016;15;6.64;2023-06-26
OR007854;CL000016;PR000006;48;21.1;2023-06-26
OR007855;CL000048;PR000009;25;15.14;2023-06-26
OR007856;CL000053;PR000013;21;4.07;2023-06-26
OR007857;CL000077;PR000013;1;4.07;2023-06-26
OR007858;CL000006;PR000006;50;24.25;2023-06-26
OR007859;CL000038;PR000008;48;28.62;2023-06-26
OR007860;CL000068;PR000015;9;17.66;2023-06-26
OR007861;CL000014;PR000004;11;9.39;2023-06-26
OR007862;CL000040;PR000011;1;33.64;2023-06-26
OR007863;CL000066;PR000017;47;25.42;2023-06-27
OR007864;CL000043;PR000012;2;15.28;2023-06-27
OR007865;CL000019;PR000018;20;7.97;2023-06-27
OR007866;CL000042;PR000027;7;31.83;2023-06-27
OR007867;CL000008;PR000031;18;10.08;2023-06-27
OR007868;CL000093;PR000018;21;8.29;2023-06-27
OR007869;CL000020;PR000005;8;10.62;2023-06-27
OR007870;CL000016;PR000016;16;6.38;2023-06-28
OR007871;CL000094;PR000012;30;15.28;2023-06-28
OR007872;CL000017;PR000004;25;9.39;2023-06-28
OR007873;CL000048;PR000004;12;9.58;2023-06-28
OR007874;CL000005;PR000006;48;20.69;2023-06-28
OR007875;CL000016;PR000003;26;26.28;2023-06-28
OR007876;CL000012;PR000009;25;15.14;2023-06-28
OR007877;CL000055;PR000005;16;10.62;2023-06-28
OR007878;CL000042;PR000003;50;27.35;2023-06-28
OR007879;CL000040;PR000028;36;2.53;2023-06-28
OR007880;CL000016;PR000015;20;15.99;2023-06-28
OR007881;CL000024;PR000003;19;26.81;2023-06-29
OR007882;CL000003;PR000015;47;15.99;2023-06-29
OR007883;CL000075;PR000009;38;15.14;2023-06-29
OR007884;CL000052;PR000013;27;3.68;2023-06-29
OR007885;CL000005;PR000016;1;6.38;2023-06-29
OR007886;CL000087;PR000005;1;10.62;2023-06-29
OR007887;CL000096;PR000004;20;9.58;2023-06-29
OR007888;CL000016;PR000011;22;33.64;2023-06-29
OR007889;CL000055;PR000028;29;2.53;2023-06-29
OR007890;CL000062;PR000025;7;26.41;2023-06-29
OR007891;CL000004;PR000028;3;2.53;2023-06-29
OR007892;CL000071;PR000004;41;9.39;2023-06-29
OR007893;CL000002;PR000002;28;13.92;2023-06-29
OR007894;CL000031;PR000006;18;25.22;2023-06-30
OR007895;CL000005;PR000019;25;21.63;2023-06-30
OR007896;CL000026;PR000009;12;14.26;2023-06-30
OR007897;CL000030;PR000006;45;24.25;2023-06-30
OR007898;CL000096;PR000025;30;26.41;2023-06-30
OR007899;CL000001;PR000003;24;26.28;2023-06-30
OR007900;CL000005;PR000019;27;21.21;2023-06-30
OR007901;CL000044;PR000015;20;16.64;2023-06-30
OR007902;CL000005;PR000009;24;13.98;2023-06-30
OR007903;CL000062;PR000016;45;6.64;2023-06-30
OR007904;CL000002;PR000027;3;31.83;2023-06-30
OR007905;CL000076;PR000001;15;2.46;2023-07-01
OR007906;CL000041;PR000021;30;33.63;2023-07-01
OR007907;CL000026;PR000027;14;31.83;2023-07-01
OR007908;CL000075;PR000008;10;28.62;2023-07-01
OR007909;CL000072;PR000010;24;21.28;2023-07-01
OR007910;CL000075;PR000009;14;15.14;2023-07-02
OR007911;CL000013;PR000015;43;15.99;2023-07-02
OR007912;CL000091;PR000009;27;15.14;2023-07-02
OR007913;CL000005;PR000004;32;9.03;2023-07-02
OR007914;CL000027;PR000001;41;2.41;2023-07-02
OR007915;CL000008;PR000024;12;12.05;2023-07-03
OR007916;CL000044;PR000014;33;33.08;2023-07-03
OR007917;CL000050;PR000004;1;9.21;2023-07-03
OR007918;CL000008;PR000002;4;13.92;2023-07-03
OR007919;CL000017;PR000005;11;10.62;2023-07-03
OR007920;CL000050;PR000028;44;2.53;2023-07-03
OR007921;CL000088;PR000018;14;8.29;2023-07-03
OR007922;CL000008;PR000008;9;28.06;2023-07-03
OR007923;CL000005;PR000028;41;2.48;2023-07-03
OR007924;CL000003;PR000015;46;15.99;2023-07-03
OR007925;CL000095;PR000031;29;10.28;2023-07-04
OR007926;CL000026;PR000002;3;13.92;2023-07-04
OR007927;CL000005;PR000030;4;12.1;2023-07-04
OR007928;CL000083;PR000027;8;33.78;2023-07-04
OR007929;CL000026;PR000020;33;14.79;2023-07-05
OR007930;CL000055;PR000019;22;22.5;2023-07-05
OR007931;CL000026;PR000028;15;2.53;2023-07-05
OR007932;CL000099;PR000028;31;2.53;2023-07-05
OR007933;CL000049;PR000008;30;28.62;2023-07-05
OR007934;CL000023;PR000015;3;16.31;2023-07-05
OR007935;CL000066;PR000030;34;12.1;2023-07-05
OR007936;CL000090;PR000006;22;24.73;2023-07-06
OR007937;CL000091;PR000004;31;9.77;2023-07-06
OR007938;CL000064;PR000028;2;2.53;2023-07-06
OR007939;CL000003;PR000002;8;13.92;2023-07-06
OR007940;CL000071;PR000013;16;3.61;2023-07-06
OR007941;CL000050;PR000014;33;31.79;2023-07-06
OR007942;CL000050;PR000001;50;2.36;2023-07-06
OR007943;CL000004;PR000018;11;7.97;2023-07-06
OR007944;CL000068;PR000007;22;24.02;2023-07-06
OR007945;CL000013;PR000001;2;2.36;2023-07-07
OR007946;CL000073;PR000013;33;3.99;2023-07-07
OR007947;CL000063;PR000019;34;22.5;2023-07-07
OR007948;CL000026;PR000028;4;2.53;2023-07-07
OR007949;CL000059;PR000013;46;4.07;2023-07-07
OR007950;CL000016;PR000030;3;12.1;2023-07-07
OR007951;CL000066;PR000015;35;16.64;2023-07-07
OR007952;CL000016;PR000009;36;13.98;2023-07-08
OR007953;CL000029;PR000005;39;10.62;2023-07-08
OR007954;CL000055;PR000024;18;12.05;2023-07-08
OR007955;CL000063;PR000006;34;23.77;2023-07-08
OR007956;CL000019;PR000008;40;28.06;2023-07-08
OR007957;CL000019;PR000029;38;26.85;2023-07-08
OR007958;CL000099;PR000016;42;6.64;2023-07-08
OR007959;CL000050;PR000028;48;2.53;2023-07-09
OR007960;CL000042;PR000013;24;3.75;2023-07-09
OR007961;CL000026;PR000017;13;;2023-07-09
OR007962;CL000005;PR000003;11;26.28;2023-07-09
OR007963;CL000006;PR000012;44;15.28;2023-07-09
OR007964;CL000003;PR000006;2;22.84;2023-07-09
OR007965;CL000045;PR000013;38;3.83;2023-07-09
OR007966;CL000017;PR000003;35;27.35;2023-07-09
OR007967;CL000026;PR000011;16;33.64;2023-07-10
OR007968;CL000056;PR000013;29;3.61;2023-07-10
